episode,reward,steps,epsilon,loss
441,21.264289915561676,26,0.05,
442,26.533076107501984,31,0.05,
443,41.39462596178055,46,0.05,
444,20.32765018939972,25,0.05,
445,104.38167017698288,110,0.05,
446,26.304196059703827,31,0.05,
447,14.344340085983276,19,0.05,
448,72.67925816774368,78,0.05,
449,47.29672545194626,52,0.05,
450,29.573074638843536,34,0.05,
451,58.96218782663345,64,0.05,
452,22.611563324928284,27,0.05,
453,29.351713359355927,34,0.05,
454,17.235267996788025,22,0.05,
455,18.417970061302185,23,0.05,
456,16.271179497241974,21,0.05,
457,40.42250210046768,45,0.05,
458,30.520248591899872,35,0.05,
459,28.56969839334488,33,0.05,
460,19.353213846683502,24,0.05,
461,18.268835067749023,23,0.05,
462,42.35727244615555,47,0.05,
463,31.45559912919998,36,0.05,
464,15.241787374019623,20,0.05,
465,25.633209943771362,30,0.05,
466,33.55732309818268,38,0.05,
467,17.25292193889618,22,0.05,
468,17.362381517887115,22,0.05,
469,47.26136565208435,52,0.05,
470,20.116353929042816,25,0.05,
471,25.51360684633255,30,0.05,
472,18.413713335990906,23,0.05,
473,61.219369769096375,67,0.05,
474,14.510291576385498,19,0.05,
475,51.69099420309067,58,0.05,
476,26.333364069461823,31,0.05,
477,16.33492875099182,21,0.05,
478,16.20875722169876,21,0.05,
479,81.74774968624115,88,0.05,
480,16.40964639186859,21,0.05,
481,34.48971676826477,39,0.05,
482,67.66440290212631,74,0.05,
483,35.53002625703812,40,0.05,
484,30.483208060264587,35,0.05,
485,23.508506298065186,28,0.05,
486,31.455316066741943,36,0.05,
487,16.421853959560394,21,0.05,
488,78.41194558143616,84,0.05,
489,48.241115748882294,53,0.05,
490,21.465246498584747,26,0.05,
491,60.057370245456696,65,0.05,
492,44.36581599712372,49,0.05,
493,27.54515266418457,32,0.05,
494,19.408801198005676,24,0.05,
495,43.35003596544266,48,0.05,
496,13.351055681705475,18,0.05,
497,77.89198136329651,83,0.05,
498,43.29187351465225,48,0.05,
499,25.447174608707428,30,0.05,
500,22.438846051692963,27,0.05,
501,48.327991127967834,53,0.05,
502,38.4244270324707,43,0.05,
503,43.48458981513977,48,0.05,
504,15.39724737405777,20,0.05,
505,60.988031923770905,66,0.05,
506,56.848036766052246,62,0.05,
507,103.31956332921982,109,0.05,
508,30.490653336048126,35,0.05,
509,17.361819565296173,22,0.05,
510,67.77806055545807,73,0.05,
511,64.81618267297745,70,0.05,
512,65.73194229602814,71,0.05,
513,55.10620176792145,60,0.05,
514,27.548059403896332,32,0.05,
515,17.47158259153366,22,0.05,
516,35.460391879081726,40,0.05,
517,57.0436469912529,62,0.05,
518,19.417957544326782,24,0.05,
519,43.3944091796875,48,0.05,
520,18.135700941085815,23,0.05,
521,18.51260221004486,23,0.05,
522,24.41918909549713,29,0.05,
523,20.3123682141304,25,0.05,
524,43.452176570892334,48,0.05,
525,39.53736299276352,44,0.05,
526,42.35264593362808,47,0.05,
527,18.199805855751038,23,0.05,
528,46.30326294898987,51,0.05,
529,13.431460857391357,18,0.05,
530,79.7480246424675,85,0.05,
531,53.942135751247406,59,0.05,
532,59.98439198732376,65,0.05,
533,16.296532452106476,21,0.05,
534,20.389027655124664,25,0.05,
535,85.43384367227554,91,0.05,
536,25.661827087402344,30,0.05,
537,23.408707201480865,28,0.05,
538,23.523033440113068,28,0.05,
539,35.624661564826965,40,0.05,
540,31.262918651103973,36,0.05,
541,52.185094475746155,57,0.05,
542,20.192456424236298,25,0.05,
543,50.351378202438354,55,0.05,
544,19.469519197940826,24,0.05,
545,16.32030963897705,21,0.05,
546,25.402920842170715,30,0.05,
547,17.29105418920517,22,0.05,
548,22.518620252609253,27,0.05,
549,57.37802052497864,64,0.05,
